timestamp,open,high,low,close,volume,turnover,timestamp_string
1588982400000,9805,9912,9525.5,9546,16024.389,152968817.3939999938,09.05.2020 00:00
1589068800000,9546,9569,8153,8725,101828.006,888449352.3500000238,10.05.2020 00:00
1589155200000,8725,9158.5,8182,8559,52692.837,450997991.8830000162,11.05.2020 00:00
1589241600000,8559,8973,8531.5,8813,12481.242,109997185.7460000068,12.05.2020 00:00
1589328000000,8813,9400.5,8794.5,9301.5,11279.548,104916715.7220000029,13.05.2020 00:00
1589414400000,9301.5,9940,9258.5,9788,27688.885,271018806.3799999952,14.05.2020 00:00
1589500800000,9788,9840.5,9140.5,9315,21995.281,204886042.5149999857,15.05.2020 00:00
1589587200000,9315,9583,9220,9382.5,9930.97,93177326.025000006,16.05.2020 00:00
1589673600000,9382.5,9886,9323,9675,12084.105,116913715.875,17.05.2020 00:00
1589760000000,9675,9957.5,9479,9728.5,15272.031,148573953.5834999979,18.05.2020 00:00
1589846400000,9728.5,9896,9470,9770,15195.118,148456302.8600000143,19.05.2020 00:00
1589932800000,9770,9848.5,9323.5,9511,15495.024,147373173.2639999986,20.05.2020 00:00
1590019200000,9511,9573,8813,9067,21825.811,197894628.3370000124,21.05.2020 00:00
1590105600000,9067,9264.5,8933.5,9168,9493.212,87033767.6159999967,22.05.2020 00:00
1590192000000,9168,9308.5,9082,9172.5,7723.913,70847591.9925000072,23.05.2020 00:00
1590278400000,9172.5,9295,8690,8710,17050.058,148506005.1800000072,24.05.2020 00:00
1590364800000,8710,8974,8640.5,8893.5,10598.736,94259858.6159999967,25.05.2020 00:00
1590451200000,8893.5,9011,8683.5,8842,9944.263,87927173.4459999949,26.05.2020 00:00
1590537600000,8842,9222,8815,9194.5,10589.41,97364330.2450000048,27.05.2020 00:00
1590624000000,9194.5,9614.5,9112.5,9572,12719.54,121751436.8799999952,28.05.2020 00:00
1590710400000,9572,9600,9329.5,9425,9592.081,90405363.424999997,29.05.2020 00:00
1590796800000,9425,9735,9327.5,9693,13344.845,129351582.5849999934,30.05.2020 00:00
1590883200000,9693,9695,9390.5,9449.5,10117.133,95601848.2835000008,31.05.2020 00:00
1590969600000,9449.5,10352,9422,10203.5,16716.848,170570358.5679999888,01.06.2020 00:00
1591056000000,10203.5,10226,9288,9523.5,20019.999,190660460.4765000045,02.06.2020 00:00
1591142400000,9523.5,9693.5,9395,9660,5727.814,55330683.2400000021,03.06.2020 00:00
1591228800000,9660,9876,9460,9789,9333.384,91364495.9759999961,04.06.2020 00:00
1591315200000,9789,9851.5,9601,9622.5,6481.424,62367502.4399999976,05.06.2020 00:00
1591401600000,9622.5,9730,9538,9664,4077.747,39407347.0080000013,06.06.2020 00:00
1591488000000,9664,9807.5,9380.5,9741,8711.38,84857552.5799999982,07.06.2020 00:00
1591574400000,9741,9799,9640.5,9776.5,5213.456,50969352.5839999989,08.06.2020 00:00
1591660800000,9776.5,9873.5,9569.5,9769.5,7897.533,77154948.6435000002,09.06.2020 00:00
1591747200000,9769.5,9995,9688,9884,7689.773,76005716.3320000023,10.06.2020 00:00
1591833600000,9884,9968,9100.5,9275.5,14656.033,135942034.0915000141,11.06.2020 00:00
1591920000000,9275.5,9550,9236.5,9462.5,6926.288,65540000.200000003,12.06.2020 00:00
1592006400000,9462.5,9494,9350.5,9470,3242.843,30709723.2100000009,13.06.2020 00:00
1592092800000,9470,9477.5,9243,9340,4082.237,38128093.5799999982,14.06.2020 00:00
1592179200000,9340,9487,8906.5,9418,12955.916,122018816.8879999965,15.06.2020 00:00
1592265600000,9418,9584.5,9372.5,9521,6049.665,57598860.4650000036,16.06.2020 00:00
1592352000000,9521,9564,9243,9462,6573.471,62198182.6019999981,17.06.2020 00:00
1592438400000,9462,9485.5,9277,9383,4392.173,41211759.2590000033,18.06.2020 00:00
1592524800000,9383,9439.5,9241,9306.5,7772.374,72333598.6309999973,19.06.2020 00:00
1592611200000,9306.5,9392,9176.5,9351,6326.85,59162374.3500000015,20.06.2020 00:00
1592697600000,9351,9415.5,9286,9295,4201.442,39052403.3900000006,21.06.2020 00:00
1592784000000,9295,9782,9279,9683.5,7456.57399999,72205734.3289031684,22.06.2020 00:00
1592870400000,9683.5,9718,9582,9620,5182.234,49853091.0799999982,23.06.2020 00:00
1592956800000,9620,9670,9210,9301,11418.64,106204770.6400000006,24.06.2020 00:00
1593043200000,9301,9337,9008,9245,9821.324,90798140.3799999952,25.06.2020 00:00
1593129600000,9245,9290,9050,9163.5,10995.93299998,100761232.045316726,26.06.2020 00:00
1593216000000,9163.5,9194,8840,9012.5,7993.53899994,72041770.2369592488,27.06.2020 00:00
1593302400000,9012.5,9190,8938,9120,5866.2939999,53500601.279087998,28.06.2020 00:00
1593388800000,9120,9234,9027,9188,6110.56299994,56143852.8434487209,29.06.2020 00:00
1593475200000,9188,9205,9071,9135.5,5174.74999993,47273928.6243605167,30.06.2020 00:00
1593561600000,9135.5,9289,9100,9230.5,6567.7099999,60623247.1540769488,01.07.2020 00:00
1593648000000,9230.5,9260,8939.5,9086,11157.95599997,101381188.2157274187,02.07.2020 00:00
1593734400000,9086,9124.5,9037,9062,3995.46099993,36206867.5813656598,03.07.2020 00:00
1593820800000,9062,9185.5,9044,9136,3986.99099995,36425149.775543198,04.07.2020 00:00
1593907200000,9136,9143.5,8910,9074,5876.66299994,53324840.0614555627,05.07.2020 00:00
1593993600000,9074,9367,9063,9339,7610.43199997,71073824.4477198273,06.07.2020 00:00
1594080000000,9339,9370,9205,9249,4716.69999995,43624758.2995375469,07.07.2020 00:00
1594166400000,9249,9466.5,9232.5,9429,6902.16699995,65080532.6425285488,08.07.2020 00:00
1594252800000,9429,9439,9161,9233.5,8404.787,77605600.764500007,09.07.2020 00:00
1594339200000,9233.5,9300,9125,9278,7427.606,68913328.4679999948,10.07.2020 00:00
1594425600000,9278,9284,9180,9231,4188.296,38662160.376000002,11.07.2020 00:00
1594512000000,9231,9335,9157,9295,7433.581,69095135.3949999958,12.07.2020 00:00
1594598400000,9295,9335.5,9199.5,9237,7264.717,67104190.9289999977,13.07.2020 00:00
1594684800000,9237,9271.5,9116,9249.5,6670.536,61699122.7320000008,14.07.2020 00:00
1594771200000,9249.5,9265,9161.5,9196.5,5302.658,48765894.2969999984,15.07.2020 00:00
1594857600000,9196.5,9219.5,9045.5,9131.5,7896.249,72104597.7434999943,16.07.2020 00:00
1594944000000,9131.5,9180,9087.5,9156,4105.481,37589784.0359999985,17.07.2020 00:00
1595030400000,9156,9214,9125.5,9168.5,3806.38,34898795.0300000012,18.07.2020 00:00
1595116800000,9168.5,9224.5,9108,9203,5033.8,46326061.3999999985,19.07.2020 00:00
1595203200000,9203,9210,9134,9154,4920.52,45042440.0799999982,20.07.2020 00:00
1595289600000,9154,9437,9153,9380,10639.503,99798538.1400000006,21.07.2020 00:00
1595376000000,9380,9537,9276.5,9515.5,7959.718,75740696.6289999932,22.07.2020 00:00
1595462400000,9515.5,9662,9440,9595,9063.328,86962632.1599999964,23.07.2020 00:00
1595548800000,9595,9630,9472,9535,5589.745,53298218.575000003,24.07.2020 00:00
1595635200000,9535,9730,9525,9692,7850.34,76085495.2800000012,25.07.2020 00:00
1595721600000,9692,10138,9641.5,9922.5,17009.717,168778916.9325000048,26.07.2020 00:00
1595808000000,9922.5,11393,9922.5,11033,42775.55,471942643.1499999762,27.07.2020 00:00
1595894400000,11033,11241.5,10571,10909.5,28832.128,314544100.4160000086,28.07.2020 00:00
1595980800000,10909.5,11345,10840,11106.5,18452.825,204946300.8625000119,29.07.2020 00:00
1596067200000,11106.5,11170,10835,11102,11102.049,123254947.9979999959,30.07.2020 00:00
1596153600000,11102,11443.5,10963.5,11339,14215.085,161184848.8149999976,31.07.2020 00:00
1596240000000,11339,11865.5,11230,11812.5,21919.628,258925605.75,01.08.2020 00:00
1596326400000,11812.5,12113.5,10529.5,11073,37665.413,417069118.148999989,02.08.2020 00:00
1596412800000,11073,11471.5,10943.5,11226,10682.887,119926089.4619999975,03.08.2020 00:00
1596499200000,11226,11418,11018.5,11196,7140.917,79949706.7319999933,04.08.2020 00:00
1596585600000,11196,11780,11099.5,11744.5,11925.516,140059222.6620000005,05.08.2020 00:00
1596672000000,11744.5,11901,11571,11764,10929.119,128570155.9159999937,06.08.2020 00:00
1596758400000,11764,11916.5,11333.5,11595.5,13016.992,150938530.7360000014,07.08.2020 00:00
1596844800000,11595.5,11810,11523,11766.5,8773.552,103233999.6079999954,08.08.2020 00:00
1596931200000,11766.5,11799.5,11532,11686.5,7068.739,82608818.3235000074,09.08.2020 00:00
1597017600000,11686.5,12063,11498.5,11891,21793.672,259148553.7520000041,10.08.2020 00:00
1597104000000,11891,11934.5,11144,11394,25220.78,287365567.3199999928,11.08.2020 00:00
1597190400000,11394,11613.5,11162,11567,11293.908,130636633.8359999955,12.08.2020 00:00
1597276800000,11567,11790,11293,11789,17153.687,202224816.0430000126,13.08.2020 00:00
1597363200000,11789,11861,11659,11769,9709.139,114266856.8910000026,14.08.2020 00:00
1597449600000,11769,11981.5,11700,11864,12811.9,152000381.599999994,15.08.2020 00:00
1597536000000,11864,11936,11706.5,11914.5,7650.094,91147044.9629999995,16.08.2020 00:00
1597622400000,11914.5,12499.5,11790,12297,25414.338,312520114.3859999776,17.08.2020 00:00
1597708800000,12297,12395,11801,11950,12196.926,145753265.6999999881,18.08.2020 00:00
1597795200000,11950,12023,11566,11759,8024.967,94365586.9529999942,19.08.2020 00:00
1597881600000,11759,11892.5,11680.5,11857,3601.627,42704491.3390000015,20.08.2020 00:00
1597968000000,11857,11881,11499,11533.5,8544.493,98547910.0154999942,21.08.2020 00:00
1598054400000,11533.5,11684,11391,11668.5,5657.325,66012496.762500003,22.08.2020 00:00
1598140800000,11668.5,11722.5,11525,11660,3499.746,40807038.3599999994,23.08.2020 00:00
1598227200000,11660,11826,11605,11766,3232.606,38034842.1960000023,24.08.2020 00:00
1598313600000,11766,11766,11125,11325,10872.415,123130099.875,25.08.2020 00:00
1598400000000,11325,11541.5,11257,11461,5071.45,58123888.450000003,26.08.2020 00:00
1598486400000,11461,11585,11144,11329.5,8406.419,95240524.0604999959,27.08.2020 00:00
1598572800000,11329.5,11533.5,11292,11522,3758.471,43305102.8620000035,28.08.2020 00:00
1598659200000,11522,11575,11426,11472,2725.431,31266144.432,29.08.2020 00:00
1598745600000,11472,11719,11467,11710,4005.83,46908269.299999997,30.08.2020 00:00
1598832000000,11710,11775,11577,11661,3879.065,45233776.9650000036,31.08.2020 00:00
1598918400000,11661,12066,11537.5,11927.5,6782.99,80904113.224999994,01.09.2020 00:00
1599004800000,11927.5,11955.5,11171,11388.5,11040.898,125739266.8729999959,02.09.2020 00:00
1599091200000,11388.5,11465,9915,10145.5,20538.192,208370226.9359999895,03.09.2020 00:00
1599177600000,10145.5,10624.5,9883,10448.5,11678.746,122025377.5810000002,04.09.2020 00:00
1599264000000,10448.5,10566.5,9834,10161,13833.506,140562254.4659999907,05.09.2020 00:00
1599350400000,10161,10348.5,10005.5,10255.5,4873.481,49979984.3954999968,06.09.2020 00:00
1599436800000,10255.5,10414.5,9881,10378,7637.338,79260293.7639999986,07.09.2020 00:00
1599523200000,10378,10440.5,9838,10122,10195.145,103195257.6899999976,08.09.2020 00:00
1599609600000,10122,10337.5,9986,10219.5,3991.145,40787506.3275000006,09.09.2020 00:00
1599696000000,10219.5,10485.5,10217.5,10339,4844.398,50086230.9219999984,10.09.2020 00:00
1599782400000,10339,10393,10208.5,10387,2702.451,28070358.5370000005,11.09.2020 00:00
1599868800000,10387,10481,10276,10431.5,2928.044,30543890.9860000014,12.09.2020 00:00
1599955200000,10431.5,10572.5,10220,10320,3897.411,40221281.5200000033,13.09.2020 00:00
1600041600000,10320,10740,10250,10662,6118.374,65234103.5879999995,14.09.2020 00:00
1600128000000,10662,10919.5,10610,10778.5,6224.041,67085825.9184999987,15.09.2020 00:00
1600214400000,10778.5,11090.5,10665,10947,6493.321,71082384.9870000035,16.09.2020 00:00
1600300800000,10947,11035,10743,10928,3974.57,43434100.9600000009,17.09.2020 00:00
1600387200000,10928,11031.5,10811.5,10917,2694.489,29415736.4129999988,18.09.2020 00:00
1600473600000,10917,11168,10884,11071,2738.979,30323236.5089999996,19.09.2020 00:00
1600560000000,11071,11071,10756,10912,4036.155,44042523.3599999994,20.09.2020 00:00
1600646400000,10912,10977,10283.5,10408,8719.856,90756261.2479999959,21.09.2020 00:00
1600732800000,10408,10572,10361,10521,5835.411,61394359.1309999973,22.09.2020 00:00
1600819200000,10521,10524.5,10140,10234,5400.834,55272135.1560000032,23.09.2020 00:00
1600905600000,10234,10787.5,10196.5,10722.5,6518.909,69899001.7524999976,24.09.2020 00:00
1600992000000,10722.5,10750,10560,10684,4148.307,44320511.987999998,25.09.2020 00:00
1601078400000,10684,10830,10650,10726.5,2931.763,31447555.8194999993,26.09.2020 00:00
1601164800000,10726.5,10795.5,10600,10770,2912.515,31367786.5500000007,27.09.2020 00:00
1601251200000,10770,10951.5,10635,10688,5147.951,55021300.2880000025,28.09.2020 00:00
1601337600000,10688,10855,10638,10834,4181.429,45301601.7859999985,29.09.2020 00:00
1601424000000,10834,10841,10670.5,10759,3261.582,35091360.737999998,30.09.2020 00:00
1601510400000,10759,10909.5,10464.5,10611,7921.346,84053402.4060000032,01.10.2020 00:00
1601596800000,10611,10648,10392,10566.5,6747.062,71292830.6229999959,02.10.2020 00:00
1601683200000,10566.5,10601,10502,10541,1787.623,18843334.0430000015,03.10.2020 00:00
1601769600000,10541,10681,10521,10666,2534.921,27037467.3859999999,04.10.2020 00:00
1601856000000,10666,10782,10618,10779,3160.781,34070058.3989999965,05.10.2020 00:00
1601942400000,10779,10782,10531,10600,5979.297,63380548.200000003,06.10.2020 00:00
1602028800000,10600,10668,10554,10656.5,2586.677,27564923.4505000003,07.10.2020 00:00
1602115200000,10656.5,10945,10532,10906,6515.567,71058773.702000007,08.10.2020 00:00
1602201600000,10906,11092,10826,11051,5558.201,61423679.251000002,09.10.2020 00:00
1602288000000,11051,11490,11049.5,11303.5,9725.902,109936733.2569999993,10.10.2020 00:00
1602374400000,11303.5,11447,11286,11374,4320.768,49144415.2320000008,11.10.2020 00:00
1602460800000,11374,11729,11200,11545,8332.957,96203988.5649999976,12.10.2020 00:00
1602547200000,11545,11560,11323,11425.5,6552.266,74862915.1829999983,13.10.2020 00:00
1602633600000,11425.5,11549.5,11295,11418.5,5161.354,58934920.6489999965,14.10.2020 00:00
1602720000000,11418.5,11612,11260,11491.5,5342.276,61390764.6539999992,15.10.2020 00:00
1602806400000,11491.5,11533.5,11203.5,11318.5,5902.894,66811905.7390000001,16.10.2020 00:00
1602892800000,11318.5,11411,11260.5,11360,2602.262,29561696.3200000003,17.10.2020 00:00
1602979200000,11360,11500,11352,11492,2648.186,30432953.5119999982,18.10.2020 00:00
1603065600000,11492,11815.5,11406.5,11735,5473.798,64235019.5300000012,19.10.2020 00:00
1603152000000,11735,12058.5,11679,11902,10000.771,119029176.4420000017,20.10.2020 00:00
1603238400000,11902,13239.5,11888.5,12820,24164.902,309794043.6399999857,21.10.2020 00:00
1603324800000,12820,13195.5,12701.5,12986.5,13367.243,173593701.2195000052,22.10.2020 00:00
1603411200000,12986.5,13032,12743,12931.5,7817.111,101086970.8965000063,23.10.2020 00:00
1603497600000,12931.5,13162,12881,13110.5,7377.216,96718990.3680000007,24.10.2020 00:00
1603584000000,13110.5,13360,12845,13024.5,9016.61,117436836.9449999928,25.10.2020 00:00
1603670400000,13024.5,13243,12769,13050,11941.985,155842904.25,26.10.2020 00:00
1603756800000,13050,13777,13044.5,13637,14317.594,195249029.3779999912,27.10.2020 00:00
1603843200000,13637,13858,12892,13259.5,17806.608,236106718.7759999931,28.10.2020 00:00
1603929600000,13259.5,13622,12975,13437.5,12593.942,169231095.625,29.10.2020 00:00
1604016000000,13437.5,13655,13114,13544.5,15152.912,205238616.5839999914,30.10.2020 00:00
1604102400000,13544.5,14120,13413.5,13782,16992.382,234189008.7240000069,31.10.2020 00:00
1604188800000,13782,13875,13611,13750,9526.835,130993981.25,01.11.2020 00:00
1604275200000,13750,13818.5,13207,13545.5,12356.066,167369092.0029999912,02.11.2020 00:00
1604361600000,13545.5,14058.5,13280.5,14012,15420.407,216070742.8840000033,03.11.2020 00:00
1604448000000,14012,14249,13531,14130,17386.484,245671018.9199999869,04.11.2020 00:00
1604534400000,14130,15758,14100.5,15594,34017.398,530467304.4120000005,05.11.2020 00:00
1604620800000,15594,15976,15201.5,15573,25666.777,399708718.2210000157,06.11.2020 00:00
1604707200000,15573,15757.5,14359.5,14815.5,27256.353,403816497.8715000153,07.11.2020 00:00
1604793600000,14815.5,15650,14724,15481.5,16000.216,247707344.0040000081,08.11.2020 00:00
1604880000000,15481.5,15848,14825,15325.5,26436.041,405145546.3454999924,09.11.2020 00:00
1604966400000,15325.5,15476,15091.5,15296.5,15435.416,236107840.8440000117,10.11.2020 00:00
1605052800000,15296.5,15989,15276.5,15687.5,21886.503,343344515.8125,11.11.2020 00:00
1605139200000,15687.5,16340,15453.5,16285,29364.976,478208634.1600000262,12.11.2020 00:00
1605225600000,16285,16464.5,15961,16318.5,18174.039,296573055.4215000272,13.11.2020 00:00
1605312000000,16318.5,16319.5,15711.5,16060,14387.136,231057404.1599999964,14.11.2020 00:00
1605398400000,16060,16149.5,15769,15939.5,9541.401,152085161.2394999862,15.11.2020 00:00
1605484800000,15939.5,16872,15866,16702.5,22457.975,375104327.4375,16.11.2020 00:00
1605571200000,16702.5,17893,16565.5,17663.5,35994.588,635790405.1380000114,17.11.2020 00:00
1605657600000,17663.5,18504.5,17247,17792,50447.013,897553255.2960000038,18.11.2020 00:00
1605744000000,17792,18195,17355,17802.5,36719.263,653694679.5575000048,19.11.2020 00:00
1605830400000,17802.5,18825,17763,18663,25420.264,474418387.0320000052,20.11.2020 00:00
1605916800000,18663,18981.5,18329.5,18713,20933.033,391719846.5289999843,21.11.2020 00:00
1606003200000,18713,18775,17667,18421.5,29591.427,545118472.4804999828,22.11.2020 00:00
1606089600000,18421.5,18804,18045,18359.5,27115.046,497818687.0370000005,23.11.2020 00:00
1606176000000,18359.5,19400.5,18050,19160,37680.589,721960085.2400000095,24.11.2020 00:00
1606262400000,19160,19531,18515.5,18737.5,29927.407,560764788.6625000238,25.11.2020 00:00
1606348800000,18737.5,18923,16202,17154,60202.813,1032719054.2020000219,26.11.2020 00:00
1606435200000,17154,17455,16452,17132,21035.469,360379654.9079999924,27.11.2020 00:00
1606521600000,17132,17860,16867,17716,12975.321,229870786.8359999955,28.11.2020 00:00
1606608000000,17716,18324.5,17519.5,18179,13604.773,247321168.3670000136,29.11.2020 00:00
1606694400000,18179,19930.5,18179,19712,29581.616,583112814.5920000076,30.11.2020 00:00
1606780800000,19712,19948,18090.5,18770.5,51416.08,965105529.6399999857,01.12.2020 00:00
1606867200000,18770.5,19344,18332,19217.5,27341.028,525426205.5899999738,02.12.2020 00:00
1606953600000,19217.5,19620,18876,19435,15338.691,298107459.5849999785,03.12.2020 00:00
1607040000000,19435,19527,18576.5,18667.5,14978.144,279604503.1200000048,04.12.2020 00:00
1607126400000,18667.5,19183,18512,19143.5,7396.183,141588829.2605000138,05.12.2020 00:00
1607212800000,19143.5,19428.5,18866,19366,9171.971,177624390.3860000074,06.12.2020 00:00
1607299200000,19366,19431,18921,19176.5,8927.836,171204647.0539999902,07.12.2020 00:00
1607385600000,19176.5,19306,18179,18322,16000.483,293160849.5260000229,08.12.2020 00:00
1607472000000,18322,18632,17649.5,18540,23021.489,426818406.0600000024,09.12.2020 00:00
1607558400000,18540,18542,17917,18240,18337.86,334482566.3999999762,10.12.2020 00:00
1607644800000,18240,18280,17567,18026,22499.037,405567640.9620000124,11.12.2020 00:00
1607731200000,18026,18940,18024,18779.5,11012.924,206817206.2579999864,12.12.2020 00:00
1607817600000,18779.5,19422.5,18700.5,19177,13850.227,265605803.1789999902,13.12.2020 00:00
1607904000000,19177,19348,19017.5,19276,9096.049,175335440.523999989,14.12.2020 00:00
1607990400000,19276,19585.5,19057.5,19414,18348.06,356209236.8399999738,15.12.2020 00:00
1608076800000,19414,21599.5,19277.5,21364,33384.392,713224150.6879999638,16.12.2020 00:00
1608163200000,21364,23893,21256,22799.5,56735.977,1293551907.6115000248,17.12.2020 00:00
1608249600000,22799.5,23309,22367.5,23117,20303.727,469361257.0590000153,18.12.2020 00:00
1608336000000,23117,24278,22765.5,23848.5,26317.361,627629583.8085000515,19.12.2020 00:00
1608422400000,23848.5,24344,23084.5,23468.5,25629.689,601490356.2964999676,20.12.2020 00:00
1608508800000,23468.5,24124.5,21959,22730.5,39471.713,897211772.3465000391,21.12.2020 00:00
1608595200000,22730.5,23849,22379,23837,22546.731,537446426.8470000029,22.12.2020 00:00
1608681600000,23837,24192,22606,23230.5,34953.921,811997061.7905000448,23.12.2020 00:00
1608768000000,23230.5,23778,22702.5,23724.5,17130.56,406413970.7200000286,24.12.2020 00:00
1608854400000,23724.5,24809,23460,24713.5,22269.859,550366160.3964999914,25.12.2020 00:00
1608940800000,24713.5,26919,24521,26522,24767.886,656893872.4919999838,26.12.2020 00:00
1609027200000,26522,28468,25865,26266.5,40152.156,1054656605.574000001,27.12.2020 00:00
1609113600000,26266.5,27514,26101,27087.5,18397.601,498345017.0874999762,28.12.2020 00:00
1609200000000,27087.5,27427.5,25930,27401,20596.189,564356174.7890000343,29.12.2020 00:00
1609286400000,27401,29034,27397,28907,27187.184,785899927.8880000114,30.12.2020 00:00
1609372800000,28907,29357,27841.5,28921.5,26970.351,780023006.4464999437,31.12.2020 00:00
1609459200000,28921.5,29673.5,28654,29325,19234.412,564049131.8999999762,01.01.2021 00:00
1609545600000,29325,33450,28967.5,32230,47478.703,1530238597.6900000572,02.01.2021 00:00
1609632000000,32230,34820,32016.5,32963,46033.177,1517391613.4509999752,03.01.2021 00:00
1609718400000,32963,33616.5,27923,32024,55935.783,1791287514.7920000553,04.01.2021 00:00
1609804800000,32024,34496.5,29905.5,34019.5,39382.593,1339776122.5634999275,05.01.2021 00:00
1609891200000,34019.5,37027.5,33364.5,36775.5,35442.508,1303415952.9539999962,06.01.2021 00:00
1609977600000,36775.5,40560.5,36301,39513,42640.062,1684836769.8059999943,07.01.2021 00:00
1610064000000,39513,42100,36524.5,40641.5,42481.307,1726504038.440500021,08.01.2021 00:00
1610150400000,40641.5,41475.5,38726.5,40074.5,24237.91,971322124.2949999571,09.01.2021 00:00
1610236800000,40074.5,41363.5,35333.5,38169.5,38921.917,1485630110.931499958,10.01.2021 00:00
1610323200000,38169.5,38278,30427,35377.5,102480.125,3625490622.1875,11.01.2021 00:00
1610409600000,35377.5,36672,32620,34079,41680.581,1420432519.8989999294,12.01.2021 00:00
1610496000000,34079,37854,32453.5,37417.5,28523.867,1067291793.4724999666,13.01.2021 00:00
1610582400000,37417.5,40076,36739,39167.5,26054.385,1020485124.4874999523,14.01.2021 00:00
1610668800000,39167.5,39763,34512.5,36716.5,29517.886,1083793461.3190000057,15.01.2021 00:00
1610755200000,36716.5,37992.5,35380,35995.5,22611.161,813900045.7755000591,16.01.2021 00:00
1610841600000,35995.5,36841.5,33847.5,35871.5,25196.683,903842814.2345000505,17.01.2021 00:00
1610928000000,35871.5,37489,34802,36662,17624.22,646139153.6399999857,18.01.2021 00:00
1611014400000,36662,37920,35857,35891.5,14428.404,517857062.1660000086,19.01.2021 00:00
1611100800000,35891.5,36418,33370,35474,22964.047,814626603.2779999971,20.01.2021 00:00
